volume,vw,open,close,high,low,timestamp,n
43836.0,119.5022,119.6,119.48,119.82,119.3,2025-06-06 13:47:00,469
135588.0,118.7062,119.4,118.881,119.4,118.1104,2025-06-06 13:48:00,1166
35160.0,118.902,119.0026,118.71,119.2,118.7,2025-06-06 13:49:00,517
47797.0,118.7169,118.87,118.43,119.09,118.34,2025-06-06 13:50:00,621
132501.0,117.9103,118.41,117.73,118.7999,117.35,2025-06-06 13:51:00,1411
47113.0,117.9449,117.73,117.785,118.2258,117.51,2025-06-06 13:52:00,673
75840.0,117.384,117.74,117.25,117.785,117.05,2025-06-06 13:53:00,941
73115.0,117.8705,117.05,118.15,118.3,117.05,2025-06-06 13:54:00,636
76554.0,118.0463,118.195,117.8999,118.4799,117.6,2025-06-06 13:55:00,660
36400.0,117.826,117.825,117.9,118.0,117.6109,2025-06-06 13:56:00,380
58538.0,117.6781,117.907,117.6499,118.1,117.151,2025-06-06 13:57:00,710
255675.0,115.7,117.43,114.7893,117.43,114.6,2025-06-06 13:58:00,3280
97062.0,115.5216,114.8,115.51,116.18,114.69,2025-06-06 13:59:00,1125
110550.0,114.6226,115.72,114.03,115.85,113.57,2025-06-06 14:00:00,1516
225068.0,112.8613,114.06,113.21,114.4099,111.75,2025-06-06 14:01:00,2782
111766.0,113.3862,113.27,113.35,114.25,112.5401,2025-06-06 14:02:00,1160
97416.0,113.3953,113.225,114.25,114.4,112.7,2025-06-06 14:03:00,1046
145492.0,114.804,114.3584,114.01,115.8,114.0,2025-06-06 14:04:00,1358
87727.0,114.8505,114.2899,115.7,115.9,113.96,2025-06-06 14:05:00,959
88895.0,115.0015,115.8999,114.73,115.8999,114.07,2025-06-06 14:06:00,861
36498.0,114.3055,114.645,114.27,114.645,114.08,2025-06-06 14:07:00,514
54395.0,114.0994,114.25,113.8,114.7377,113.5,2025-06-06 14:08:00,755
49314.0,113.5204,113.6,113.14,113.88,113.14,2025-06-06 14:09:00,760
151550.0,112.4535,113.14,111.83,113.3699,111.6601,2025-06-06 14:10:00,1672
127918.0,111.7081,111.8873,111.9458,112.24,111.09,2025-06-06 14:11:00,1410
81363.0,111.8496,111.75,111.855,112.34,111.2574,2025-06-06 14:12:00,925
46878.0,111.6011,111.98,111.2,112.0,111.19,2025-06-06 14:13:00,708
80227.0,111.703,111.16,112.015,112.15,111.06,2025-06-06 14:14:00,875
152119.0,113.2242,111.97,114.3,114.3,111.831,2025-06-06 14:15:00,1278
97900.0,114.3021,114.3,114.78,114.79,113.681,2025-06-06 14:16:00,1010
120162.0,114.823,114.78,114.907,115.4999,114.35,2025-06-06 14:17:00,1057
84693.0,115.0038,114.89,114.6,115.55,114.421,2025-06-06 14:18:00,961
45104.0,114.6469,114.5146,114.819,115.0,114.041,2025-06-06 14:19:00,522
54185.0,114.8378,114.7822,114.865,115.19,114.5,2025-06-06 14:20:00,612
95731.0,115.6338,114.865,116.1283,116.1283,114.6471,2025-06-06 14:21:00,998
109408.0,116.4043,116.13,116.1701,116.69,116.0,2025-06-06 14:22:00,1143
80717.0,116.4235,116.4073,116.52,116.78,116.0,2025-06-06 14:23:00,857
60766.0,115.9636,116.545,115.52,116.595,115.51,2025-06-06 14:24:00,686
46740.0,115.7481,115.5655,115.74,116.0,115.29,2025-06-06 14:25:00,598
73175.0,115.17,115.9299,115.0486,115.9299,114.76,2025-06-06 14:26:00,755
39313.0,115.2575,115.0,115.58,115.71,114.8102,2025-06-06 14:27:00,458
85313.0,116.29,115.6554,116.44,116.67,115.5,2025-06-06 14:28:00,835
165031.0,117.4204,116.45,117.72,118.0,116.4,2025-06-06 14:29:00,1416
87819.0,117.3922,117.6,117.04,117.9,116.89,2025-06-06 14:30:00,889
53015.0,117.2683,117.1241,117.375,117.55,116.88,2025-06-06 14:31:00,552
57648.0,117.5326,117.46,117.84,117.9,117.1,2025-06-06 14:32:00,540
100945.0,118.2491,117.88,118.2841,118.55,117.8,2025-06-06 14:33:00,1091
111251.0,118.5793,118.4,119.0,119.0,118.0,2025-06-06 14:34:00,836
86203.0,118.1503,119.0,117.755,119.0,117.51,2025-06-06 14:35:00,843
49459.0,117.5503,118.0,117.729,118.0,117.13,2025-06-06 14:36:00,590
37372.0,117.8152,117.615,117.861,118.27,117.5,2025-06-06 14:37:00,481
34531.0,117.6957,118.03,117.375,118.19,117.2,2025-06-06 14:38:00,457
100936.0,116.8921,117.2035,116.0301,117.375,116.0301,2025-06-06 14:39:00,935
101665.0,116.5936,116.48,117.45,117.55,115.9,2025-06-06 14:40:00,1011
37755.0,117.0102,117.57,116.83,117.57,116.53,2025-06-06 14:41:00,418
37319.0,116.5867,116.8,116.75,116.94,116.1801,2025-06-06 14:42:00,432
60482.0,116.802,116.4538,116.875,117.2,116.3,2025-06-06 14:43:00,607
71190.0,117.0329,116.97,116.29,117.8,116.29,2025-06-06 14:44:00,826
106081.0,115.5819,116.29,115.58,116.345,114.8601,2025-06-06 14:45:00,1155
43063.0,115.9994,115.635,116.31,116.32,115.34,2025-06-06 14:46:00,410
54311.0,116.6865,116.225,116.8741,117.0,116.13,2025-06-06 14:47:00,558
49887.0,116.9435,116.865,116.9,117.5,116.6,2025-06-06 14:48:00,566
29265.0,116.8616,116.8,116.6,117.4,116.6,2025-06-06 14:49:00,368
23945.0,116.8651,116.82,116.9455,117.0,116.6,2025-06-06 14:50:00,333
34741.0,116.5072,116.85,116.495,117.0,116.26,2025-06-06 14:51:00,390
26375.0,116.1488,116.3235,116.12,116.495,115.96,2025-06-06 14:52:00,403
12467.0,116.308,116.15,116.46,116.5,116.1237,2025-06-06 14:53:00,338
55441.0,116.8216,116.1528,116.95,117.3,116.1528,2025-06-06 14:54:00,530
41150.0,116.5518,116.9882,116.66,117.0,116.2501,2025-06-06 14:55:00,382
32679.0,116.4339,116.5,116.4,116.66,116.15,2025-06-06 14:56:00,348
47683.0,115.9366,116.21,116.0001,116.3,115.58,2025-06-06 14:57:00,508
48784.0,115.6098,116.0,115.575,116.0,115.3,2025-06-06 14:58:00,501
30242.0,116.0502,115.5,116.23,116.4715,115.5,2025-06-06 14:59:00,400
23775.0,116.1859,116.23,116.24,116.49,115.86,2025-06-06 15:00:00,309
14890.0,115.8211,116.05,115.5901,116.05,115.5901,2025-06-06 15:01:00,291
111339.0,114.9083,115.95,114.7999,115.95,114.46,2025-06-06 15:02:00,1029
60311.0,114.889,114.5586,115.18,115.28,114.24,2025-06-06 15:03:00,568
47404.0,115.2917,115.2999,115.33,115.66,114.86,2025-06-06 15:04:00,418
62115.0,115.9978,115.4235,115.91,116.3,115.3,2025-06-06 15:05:00,480
40041.0,116.1075,116.07,116.1,116.37,115.91,2025-06-06 15:06:00,365
35473.0,115.8536,116.2255,115.542,116.25,115.5,2025-06-06 15:07:00,342
55150.0,115.271,115.605,115.4491,115.6354,115.0,2025-06-06 15:08:00,509
23368.0,115.5552,115.58,115.5311,115.76,115.301,2025-06-06 15:09:00,303
49976.0,115.1352,115.6,115.115,115.61,114.9,2025-06-06 15:10:00,455
44352.0,115.3807,115.05,115.7999,115.8999,115.0,2025-06-06 15:11:00,379
63959.0,115.9792,115.69,116.34,116.48,115.5864,2025-06-06 15:12:00,567
213305.0,117.456,116.4709,118.2575,118.5,116.34,2025-06-06 15:13:00,1663
138741.0,118.1381,118.21,117.855,118.8,117.4501,2025-06-06 15:14:00,1118
62831.0,117.586,117.99,117.47,118.0,117.21,2025-06-06 15:15:00,605
54186.0,117.2622,117.3328,117.0,117.6,116.9105,2025-06-06 15:16:00,547
61169.0,117.5244,117.31,117.505,118.0,117.0,2025-06-06 15:17:00,620
52800.0,116.8321,117.26,116.8,117.4942,116.15,2025-06-06 15:18:00,641
34473.0,116.6742,116.681,116.313,117.17,116.1,2025-06-06 15:19:00,394
73300.0,115.8354,116.4147,115.64,116.4147,115.51,2025-06-06 15:20:00,644
99415.0,114.8435,115.5028,113.81,115.64,113.81,2025-06-06 15:21:00,1083
71787.0,114.5319,113.68,115.1599,115.1599,113.61,2025-06-06 15:22:00,696
74168.0,115.2721,114.77,114.7911,115.99,114.75,2025-06-06 15:23:00,694
43656.0,114.5267,114.93,114.5469,114.94,114.12,2025-06-06 15:24:00,468
41231.0,114.3439,114.565,114.52,115.0,114.0,2025-06-06 15:25:00,589
38097.0,114.7887,114.57,114.41,115.2,114.34,2025-06-06 15:26:00,451
32319.0,114.1602,114.675,114.265,114.675,113.8,2025-06-06 15:27:00,471
25690.0,114.4032,114.48,114.275,114.72,114.15,2025-06-06 15:28:00,328
50743.0,113.8834,114.15,114.17,114.39,113.55,2025-06-06 15:29:00,619
71971.0,114.9754,114.17,115.2433,115.45,114.09,2025-06-06 15:30:00,720
43062.0,114.9043,115.335,115.14,115.335,114.37,2025-06-06 15:31:00,448
60271.0,115.42,114.98,115.9412,116.0,114.73,2025-06-06 15:32:00,591
62796.0,115.847,115.9032,115.64,116.5,115.49,2025-06-06 15:33:00,683
